sensor_id,timestamp,track_section,gps_lat,gps_lon,acc_x_ms2,acc_y_ms2,acc_z_ms2,gyro_roll,gyro_pitch,gyro_yaw,vibration_magnitude,vibration_spike_pct,is_anomaly,aknn_distance_to_baseline,anomaly_confidence,flag_dispatched_to_pillar_d
DEV-13786,2026-06-12 22:59:13.000,Vadodara-Surat,22.30°N,73.10°E,0.0261,-0.1009,9.7863,0.0128,0.0071,-0.0266,0.1069,0,False,0.0455,0.0,False
DEV-47904,2026-06-10 23:39:34.000,Mumbai-Pune,18.52°N,73.86°E,-0.1213,0.0664,9.8872,0.0208,0.0023,-0.0135,0.1584,32.0,False,0.0233,0.0,False
DEV-34476,2026-06-11 10:52:17.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.0841,-0.0544,9.9263,0.0102,-0.0053,-0.0079,0.1535,27.9,False,0.0271,0.0,False
DEV-27607,2026-06-10 17:04:46.000,Mumbai-Pune,18.52°N,73.86°E,0.0124,-0.1312,9.899,-0.0051,-0.0095,-0.0108,0.159,32.5,False,0.0658,0.0,False
DEV-75976,2026-06-12 02:39:25.000,Vadodara-Surat,22.30°N,73.10°E,0.0744,0.0454,9.8007,-0.0089,-0.0373,0.0289,0.0877,0,False,0.0689,0.0,False
DEV-87176,2026-06-11 00:17:30.000,Kolkata-Asansol,23.68°N,86.98°E,-0.3042,-0.292,9.9832,0.0017,-0.0093,-0.0016,0.4559,279.9,False,0.051,0.0,False
DEV-68207,2026-06-11 10:50:30.000,Chennai-Vellore,12.91°N,79.13°E,0.0784,-0.0033,9.8448,-0.0087,-0.0394,-0.0202,0.0858,0,False,0.0758,0.0,False
DEV-65704,2026-06-12 23:20:12.000,Vadodara-Surat,22.30°N,73.10°E,-0.0117,0.0639,9.7819,-0.0348,0.0172,-0.0171,0.0708,0,False,0.0246,0.0,False
DEV-55314,2026-06-12 11:11:22.000,Vadodara-Surat,22.30°N,73.10°E,0.1737,0.0485,9.8279,0.0335,-0.0143,0.0014,0.1812,51.0,False,0.0618,0.0,False
DEV-77378,2026-06-12 11:07:13.000,Chennai-Vellore,12.91°N,79.13°E,-0.1634,-0.0269,9.7228,0.0299,0.028,0.0375,0.1872,56.0,False,0.0305,0.0,False
DEV-45173,2026-06-10 15:18:52.000,Vadodara-Surat,22.30°N,73.10°E,-0.0372,-0.0821,9.7825,0.0136,0.0162,-0.0401,0.0942,0,False,0.0228,0.0,False
DEV-20053,2026-06-12 07:12:42.000,Chennai-Vellore,12.91°N,79.13°E,-0.0705,-0.0806,9.6815,0.0067,0.0264,-0.0211,0.1673,39.4,False,0.0267,0.0,False
DEV-99413,2026-06-13 02:46:25.000,Delhi-Agra,27.18°N,78.01°E,-0.0377,-0.1272,9.8237,-0.0274,-0.0047,-0.0411,0.1334,11.2,False,0.0764,0.0,False
DEV-31804,2026-06-12 11:24:26.000,Vadodara-Surat,22.30°N,73.10°E,0.1229,-0.0704,9.8421,0.0285,-0.0185,-0.0179,0.1452,21.0,False,0.0494,0.0,False
DEV-95859,2026-06-10 08:14:09.000,Delhi-Agra,27.18°N,78.01°E,-0.1379,-0.0398,9.825,0.0068,-0.0313,0.0038,0.1443,20.3,False,0.0526,0.0,False
DEV-89807,2026-06-12 16:20:28.000,Vadodara-Surat,22.30°N,73.10°E,-0.0857,0.0589,9.879,0.0046,-0.0034,-0.0029,0.1248,4.0,False,0.0797,0.0,False
DEV-50053,2026-06-13 05:16:42.000,Delhi-Agra,27.18°N,78.01°E,-0.2709,-0.0634,9.7922,0.0421,-0.007,0.0095,0.2788,132.3,False,0.0207,0.0,False
DEV-18776,2026-06-12 20:27:57.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.011,-0.144,9.7925,-0.0196,-0.0162,0.002,0.1455,21.2,False,0.0706,0.0,False
DEV-80134,2026-06-11 07:08:48.000,Delhi-Agra,27.18°N,78.01°E,-0.0062,0.1786,9.7704,0.012,0.0233,0.0061,0.183,52.5,False,0.0727,0.0,False
DEV-97755,2026-06-12 08:07:48.000,Vadodara-Surat,22.30°N,73.10°E,-0.12,-0.0896,9.8181,-0.0093,-0.0182,-0.0169,0.15,25.0,False,0.0392,0.0,False
DEV-91539,2026-06-12 04:52:08.000,Kolkata-Asansol,23.68°N,86.98°E,-0.3711,-0.0696,9.7487,-0.0012,-0.0192,-0.0036,0.3825,218.8,False,0.0541,0.0,False
DEV-73077,2026-06-11 12:59:24.000,Kolkata-Asansol,23.68°N,86.98°E,0.0515,-0.2461,9.8197,-0.0269,-0.02,0.0409,0.2516,109.7,False,0.0547,0.0,False
DEV-88409,2026-06-10 15:40:24.000,Chennai-Vellore,12.91°N,79.13°E,0.1212,-0.1533,9.8086,0.0145,0.0147,-0.0277,0.1954,62.8,False,0.0524,0.0,False
DEV-78349,2026-06-13 04:09:37.000,Chennai-Vellore,12.91°N,79.13°E,0.0363,0.0569,9.8392,0.0244,0.0032,0.0162,0.0735,0,False,0.0341,0.0,False
DEV-84262,2026-06-11 23:21:41.000,Vadodara-Surat,22.30°N,73.10°E,0.1642,0.1125,9.7912,-0.0015,0.0102,-0.0042,0.1999,66.6,False,0.0326,0.0,False
DEV-25331,2026-06-10 18:33:14.000,Kolkata-Asansol,23.68°N,86.98°E,0.2102,-0.0868,9.7583,-0.0048,0.0037,0.0036,0.2332,94.3,False,0.0209,0.0,False
DEV-76574,2026-06-10 22:44:58.000,Delhi-Agra,27.18°N,78.01°E,0.2289,0.0188,9.7456,0.014,0.033,0.0217,0.2385,98.8,False,0.0705,0.0,False
DEV-34818,2026-06-12 01:27:44.000,Jaipur-Ajmer,26.45°N,74.64°E,0.1972,-0.0873,9.8011,-0.0099,-0.0353,-0.0082,0.2158,79.8,False,0.0424,0.0,False
DEV-21147,2026-06-12 16:01:31.000,Vadodara-Surat,22.30°N,73.10°E,0.0953,-0.0437,9.6363,-0.015,-0.0168,-0.0174,0.2029,69.1,False,0.0554,0.0,False
DEV-63564,2026-06-12 12:59:09.000,Vadodara-Surat,22.30°N,73.10°E,-0.0432,0.2069,9.8204,-0.0252,0.0112,0.01,0.2116,76.3,False,0.072,0.0,False
DEV-62989,2026-06-12 00:52:04.000,Mumbai-Pune,18.52°N,73.86°E,0.01,-0.031,9.8538,0.0327,0.0378,0.003,0.0546,0,False,0.075,0.0,False
DEV-16039,2026-06-10 06:15:19.000,Mumbai-Pune,18.52°N,73.86°E,-0.0243,0.1055,9.8062,-0.0195,0.009,-0.0116,0.1083,0,False,0.0462,0.0,False
DEV-21835,2026-06-13 04:48:40.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.0069,0.0467,9.8761,-0.0112,-0.0277,0.0219,0.0812,0,False,0.0622,0.0,False
DEV-45240,2026-06-12 22:56:22.000,Delhi-Agra,27.18°N,78.01°E,0.1633,0.0013,9.7738,0.018,0.0184,-0.0304,0.1673,39.4,False,0.0663,0.0,False
DEV-28458,2026-06-11 16:10:59.000,Vadodara-Surat,22.30°N,73.10°E,0.2572,0.0195,9.8154,-0.0212,-0.0159,-0.0037,0.258,115.0,False,0.0427,0.0,False
DEV-82800,2026-06-12 10:50:15.000,Kolkata-Asansol,23.68°N,86.98°E,-0.1232,0.0667,9.7964,0.0009,0.0021,0.0159,0.1408,17.3,False,0.0512,0.0,False
DEV-87510,2026-06-12 04:15:34.000,Kolkata-Asansol,23.68°N,86.98°E,-0.2233,-0.0331,9.7216,-0.027,0.0045,0.0016,0.2424,102.0,False,0.0457,0.0,False
DEV-27393,2026-06-11 08:26:03.000,Chennai-Vellore,12.91°N,79.13°E,-0.2898,-0.1079,9.9164,0.0039,0.0336,0.0256,0.327,172.5,False,0.0459,0.0,False
DEV-20310,2026-06-12 09:05:05.000,Mumbai-Pune,18.52°N,73.86°E,0.1774,-0.0332,9.6586,-0.0147,-0.0124,0.0087,0.2356,96.3,False,0.0532,0.0,False
DEV-70367,2026-06-10 06:25:32.000,Kolkata-Asansol,23.68°N,86.98°E,0.0374,0.0358,9.7398,0.0044,-0.0198,0.0346,0.0872,0,False,0.0492,0.0,False
DEV-94538,2026-06-11 03:10:28.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.0022,-0.1389,9.7716,0.0085,0.0223,0.0085,0.1441,20.1,False,0.0531,0.0,False
DEV-53813,2026-06-11 02:24:47.000,Vadodara-Surat,22.30°N,73.10°E,-0.2977,-0.1558,9.7641,0.0049,0.0303,0.0278,0.3391,182.6,False,0.0507,0.0,False
DEV-23793,2026-06-10 11:25:16.000,Chennai-Vellore,12.91°N,79.13°E,-1.5813,-4.7737,10.882,-0.426,-0.5207,0.4971,5.1418,4184.8,True,1.0675,0.938,True
DEV-10007,2026-06-11 17:23:49.000,Vadodara-Surat,22.30°N,73.10°E,0.0144,-0.0613,9.8348,-0.0091,0.0107,-0.0119,0.0677,0,False,0.0626,0.0,False
DEV-32502,2026-06-10 07:18:54.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.8552,-0.7795,9.5759,-0.351,-0.0181,0.0976,1.1806,883.8,True,0.6085,0.921,True
DEV-73632,2026-06-11 16:13:28.000,Delhi-Agra,27.18°N,78.01°E,0.1803,-0.0799,9.9366,-0.0271,-0.0013,0.0051,0.2343,95.3,False,0.0512,0.0,False
DEV-81073,2026-06-13 02:50:09.000,Kolkata-Asansol,23.68°N,86.98°E,-0.0893,-0.1768,9.8126,0.0108,-0.0174,0.0072,0.1981,65.1,False,0.0755,0.0,False
DEV-25226,2026-06-12 15:52:42.000,Mumbai-Pune,18.52°N,73.86°E,2.8949,1.0604,11.0172,-0.2009,0.0023,-0.1046,3.3109,2659.1,True,0.8808,0.988,True
DEV-57543,2026-06-12 19:26:47.000,Chennai-Vellore,12.91°N,79.13°E,0.2136,0.14,9.854,0.0066,0.036,0.015,0.2592,116.0,False,0.0336,0.0,False
DEV-11927,2026-06-12 17:29:16.000,Chennai-Vellore,12.91°N,79.13°E,-1.0884,-0.4234,10.1478,0.0314,-0.2751,0.1106,1.2157,913.1,True,0.4535,0.949,True
DEV-28461,2026-06-12 18:26:13.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.263,-0.0055,9.7441,-0.0067,-0.0097,0.0264,0.2712,126.0,False,0.0678,0.0,False
DEV-71894,2026-06-11 20:00:13.000,Chennai-Vellore,12.91°N,79.13°E,-0.0977,-0.0283,9.856,-0.0144,-0.0134,-0.0068,0.1116,0,False,0.066,0.0,False
DEV-80571,2026-06-11 12:06:15.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.1701,-0.1351,10.0067,-0.0248,0.0051,0.0124,0.293,144.2,False,0.025,0.0,False
DEV-99732,2026-06-12 23:39:34.000,Jaipur-Ajmer,26.45°N,74.64°E,0.1315,0.0239,9.8885,0.0284,-0.0105,-0.0131,0.155,29.2,False,0.031,0.0,False
DEV-54223,2026-06-11 16:05:54.000,Mumbai-Pune,18.52°N,73.86°E,0.1953,-0.1437,9.7708,0.0119,0.0033,-0.0278,0.2456,104.7,False,0.0723,0.0,False
DEV-81821,2026-06-10 17:01:24.000,Chennai-Vellore,12.91°N,79.13°E,-0.0993,0.0535,9.7884,-0.0016,-0.0119,0.0042,0.1148,0,False,0.0331,0.0,False
DEV-92656,2026-06-12 10:15:53.000,Mumbai-Pune,18.52°N,73.86°E,0.161,-0.0597,9.6095,-0.0153,-0.006,0.0098,0.264,120.0,False,0.0781,0.0,False
DEV-61573,2026-06-11 03:41:36.000,Chennai-Vellore,12.91°N,79.13°E,-0.1302,-0.0269,9.9492,0.0121,0.028,-0.0104,0.1925,60.4,False,0.0416,0.0,False
DEV-80889,2026-06-12 03:08:16.000,Mumbai-Pune,18.52°N,73.86°E,-0.0992,0.0909,9.8239,0.0122,0.0121,-0.018,0.1353,12.8,False,0.0762,0.0,False
DEV-23071,2026-06-12 23:42:16.000,Mumbai-Pune,18.52°N,73.86°E,-0.2325,0.0077,9.7956,-0.0294,-0.0339,-0.0185,0.2331,94.3,False,0.0771,0.0,False
DEV-68351,2026-06-10 13:17:25.000,Chennai-Vellore,12.91°N,79.13°E,0.0624,-0.0193,9.8257,-0.0003,-0.0079,0.011,0.0672,0,False,0.0609,0.0,False
DEV-45133,2026-06-10 09:55:51.000,Jaipur-Ajmer,26.45°N,74.64°E,0.0162,0.0229,9.7942,-0.0188,0.0037,0.0275,0.0322,0,False,0.0619,0.0,False
DEV-84172,2026-06-10 12:03:19.000,Jaipur-Ajmer,26.45°N,74.64°E,0.0623,0.0002,9.8667,0.0161,-0.0139,0.0245,0.0842,0,False,0.0414,0.0,False
DEV-33998,2026-06-13 04:02:57.000,Vadodara-Surat,22.30°N,73.10°E,1.9361,-1.952,9.7196,-0.1227,-0.1343,0.2466,2.7508,2192.3,True,1.1299,0.938,True
DEV-23093,2026-06-12 07:58:51.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.2935,0.0927,9.7641,0.0181,0.0365,0.0077,0.3112,159.3,False,0.0659,0.0,False
DEV-13676,2026-06-12 09:16:37.000,Delhi-Agra,27.18°N,78.01°E,-0.1848,0.0343,9.9239,-0.0132,-0.0161,-0.0077,0.2198,83.2,False,0.0748,0.0,False
DEV-36642,2026-06-12 06:31:39.000,Vadodara-Surat,22.30°N,73.10°E,1.4743,-0.1351,9.5337,-0.2508,-0.1864,0.4522,1.506,1155.0,True,0.9675,0.956,False
DEV-81140,2026-06-11 07:21:21.000,Delhi-Agra,27.18°N,78.01°E,0.1145,-0.0879,9.6862,-0.0013,0.0005,-0.0055,0.1902,58.5,False,0.038,0.0,False
DEV-41933,2026-06-12 02:40:07.000,Vadodara-Surat,22.30°N,73.10°E,0.1357,-0.0065,9.6837,-0.028,0.0183,-0.0035,0.1855,54.6,False,0.0746,0.0,False
DEV-11710,2026-06-12 07:57:17.000,Kolkata-Asansol,23.68°N,86.98°E,0.1425,0.0337,9.8901,0.0042,-0.0474,0.0029,0.1669,39.1,False,0.0586,0.0,False
DEV-15778,2026-06-11 10:57:56.000,Kolkata-Asansol,23.68°N,86.98°E,0.2399,-0.1151,9.9039,0.0091,-0.0047,-0.0167,0.2822,135.2,False,0.0667,0.0,False
DEV-47876,2026-06-12 23:12:13.000,Delhi-Agra,27.18°N,78.01°E,-0.231,-0.0011,9.9286,0.0298,0.0026,0.0096,0.2597,116.4,False,0.0384,0.0,False
DEV-11055,2026-06-12 08:53:29.000,Mumbai-Pune,18.52°N,73.86°E,0.1486,0.0154,9.6797,0.0087,0.0103,-0.0111,0.1982,65.2,False,0.0331,0.0,False
DEV-23863,2026-06-12 04:05:06.000,Mumbai-Pune,18.52°N,73.86°E,0.093,0.0367,9.7654,0.0105,0.0103,-0.0057,0.1095,0,False,0.0476,0.0,False
DEV-53388,2026-06-11 00:33:06.000,Delhi-Agra,27.18°N,78.01°E,-0.1534,-0.127,9.6852,-0.0153,0.0028,0.0104,0.235,95.8,False,0.0714,0.0,False
DEV-10736,2026-06-10 11:04:42.000,Vadodara-Surat,22.30°N,73.10°E,0.0419,0.0068,9.8762,-0.0128,-0.0083,-0.0126,0.0786,0,False,0.0582,0.0,False
DEV-68205,2026-06-13 03:50:15.000,Kolkata-Asansol,23.68°N,86.98°E,-0.0983,0.0472,9.9762,0.0037,0.0146,0.0099,0.1988,65.7,False,0.0332,0.0,False
DEV-83737,2026-06-10 15:54:32.000,Kolkata-Asansol,23.68°N,86.98°E,-0.0445,0.1772,9.985,-0.0119,-0.0323,0.0068,0.253,110.8,False,0.0534,0.0,False
DEV-31952,2026-06-13 05:30:31.000,Kolkata-Asansol,23.68°N,86.98°E,0.1858,-0.1862,9.9014,0.0141,-0.0175,-0.0087,0.2785,132.1,False,0.0437,0.0,False
DEV-34449,2026-06-10 22:49:00.000,Delhi-Agra,27.18°N,78.01°E,0.0314,-0.0711,9.933,0.0016,-0.018,0.0037,0.1455,21.2,False,0.0247,0.0,False
DEV-39576,2026-06-11 15:38:15.000,Chennai-Vellore,12.91°N,79.13°E,-0.0264,-0.0586,9.843,-0.0054,0.0121,-0.0273,0.0722,0,False,0.0628,0.0,False
DEV-56212,2026-06-11 22:06:10.000,Vadodara-Surat,22.30°N,73.10°E,-0.3425,0.1259,9.9258,0.0208,-0.0019,-0.0091,0.3828,219.0,False,0.0744,0.0,False
DEV-75946,2026-06-11 20:11:16.000,Vadodara-Surat,22.30°N,73.10°E,0.2028,-0.1031,9.7698,-0.0238,-0.0315,0.0104,0.231,92.5,False,0.0462,0.0,False
DEV-31951,2026-06-11 20:59:46.000,Mumbai-Pune,18.52°N,73.86°E,-0.2307,-0.0607,9.886,-0.0177,-0.0523,0.0091,0.2504,108.7,False,0.0622,0.0,False
DEV-89150,2026-06-10 12:51:33.000,Chennai-Vellore,12.91°N,79.13°E,0.0463,0.0106,9.8828,-0.0009,0.0021,0.0185,0.0869,0,False,0.0715,0.0,False
DEV-53476,2026-06-10 10:53:27.000,Kolkata-Asansol,23.68°N,86.98°E,-0.0674,-0.0439,9.8868,-0.0124,0.0112,0.0158,0.1112,0,False,0.0777,0.0,False
DEV-38016,2026-06-11 04:38:44.000,Vadodara-Surat,22.30°N,73.10°E,0.0817,-0.0019,9.7943,-0.0224,0.0125,0.0001,0.0832,0,False,0.0569,0.0,False
DEV-73868,2026-06-11 21:04:40.000,Delhi-Agra,27.18°N,78.01°E,0.0572,-0.0734,9.7857,-0.0099,-0.0002,0.0121,0.0962,0,False,0.0792,0.0,False
DEV-85664,2026-06-12 05:41:00.000,Delhi-Agra,27.18°N,78.01°E,0.2648,-0.1087,9.8096,-0.0074,0.0494,-0.0061,0.2862,138.5,False,0.0561,0.0,False
DEV-29564,2026-06-10 20:17:34.000,Jaipur-Ajmer,26.45°N,74.64°E,1.7709,1.5045,10.0533,0.0089,0.0295,0.0934,2.3364,1847.0,True,0.6143,0.92,True
DEV-27123,2026-06-11 18:15:54.000,Mumbai-Pune,18.52°N,73.86°E,0.2136,0.1757,9.815,0.0318,0.0335,0.0067,0.2766,130.5,False,0.0502,0.0,False
DEV-87970,2026-06-11 12:25:57.000,Mumbai-Pune,18.52°N,73.86°E,-0.1257,0.0664,10.0407,0.001,0.0297,0.0084,0.271,125.8,False,0.0338,0.0,False
DEV-13003,2026-06-12 18:18:21.000,Chennai-Vellore,12.91°N,79.13°E,-0.2,0.204,9.8918,0.0141,0.0052,0.0042,0.2972,147.7,False,0.0591,0.0,False
DEV-30856,2026-06-12 01:33:38.000,Vadodara-Surat,22.30°N,73.10°E,0.1697,-0.1221,9.8056,-0.0225,-0.0197,0.0142,0.2091,74.3,False,0.0549,0.0,False
DEV-91276,2026-06-13 03:35:53.000,Kolkata-Asansol,23.68°N,86.98°E,0.0343,-0.01,9.8127,0.0519,-0.0155,-0.0031,0.0358,0,False,0.0432,0.0,False
DEV-83030,2026-06-10 17:48:40.000,Delhi-Agra,27.18°N,78.01°E,0.0321,-0.0767,9.878,0.0157,-0.0191,-0.0001,0.1074,0,False,0.0731,0.0,False
DEV-30050,2026-06-13 04:32:55.000,Chennai-Vellore,12.91°N,79.13°E,0.1392,-0.0733,9.8133,-0.0421,-0.0231,0.0156,0.1574,31.2,False,0.025,0.0,False
DEV-66555,2026-06-11 19:17:35.000,Chennai-Vellore,12.91°N,79.13°E,0.1838,0.0587,9.8352,-0.0344,-0.0017,0.0039,0.1946,62.2,False,0.0435,0.0,False
DEV-31925,2026-06-10 20:17:51.000,Jaipur-Ajmer,26.45°N,74.64°E,0.0302,-0.1892,9.7431,-0.0076,-0.0088,0.0193,0.2029,69.1,False,0.0472,0.0,False
DEV-97223,2026-06-10 15:25:41.000,Delhi-Agra,27.18°N,78.01°E,-0.2601,0.0918,9.9888,0.0278,-0.0013,0.0263,0.3287,173.9,False,0.0282,0.0,False
DEV-93392,2026-06-12 18:20:51.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.1306,-0.1527,9.8052,0.0114,-0.0168,-0.0264,0.201,67.5,False,0.0732,0.0,False
DEV-93816,2026-06-10 08:51:39.000,Kolkata-Asansol,23.68°N,86.98°E,0.1912,-0.0506,9.796,-0.0084,-0.0147,-0.0107,0.1983,65.3,False,0.0344,0.0,False
DEV-27560,2026-06-11 04:39:22.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.1832,-0.1076,9.8054,0.0133,-0.0078,0.0094,0.2125,77.1,False,0.0632,0.0,False
DEV-44175,2026-06-13 04:04:48.000,Mumbai-Pune,18.52°N,73.86°E,0.0951,-0.0125,9.7917,0.0051,-0.014,-0.0021,0.0976,0,False,0.077,0.0,False
DEV-59002,2026-06-13 03:07:50.000,Vadodara-Surat,22.30°N,73.10°E,0.0035,0.0485,9.8886,-0.0335,-0.0201,-0.0028,0.0924,0,False,0.0788,0.0,False
DEV-62609,2026-06-11 01:26:52.000,Mumbai-Pune,18.52°N,73.86°E,0.0265,-0.1175,9.7657,-0.0279,-0.0357,0.0001,0.1283,6.9,False,0.0552,0.0,False
DEV-41447,2026-06-12 23:09:56.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.0295,0.205,9.9026,-0.0165,0.0179,-0.0046,0.2269,89.1,False,0.0462,0.0,False
DEV-66479,2026-06-11 23:05:32.000,Chennai-Vellore,12.91°N,79.13°E,-0.0194,0.1176,9.791,-0.0343,-0.0268,0.0183,0.1207,0.6,False,0.0325,0.0,False
DEV-91045,2026-06-11 02:24:53.000,Delhi-Agra,27.18°N,78.01°E,-0.0797,0.0961,9.6395,-0.0097,-0.0409,-0.0151,0.2113,76.1,False,0.075,0.0,False
DEV-62045,2026-06-11 04:18:27.000,Kolkata-Asansol,23.68°N,86.98°E,-0.1381,0.1701,9.7518,-0.01,0.0243,-0.0072,0.2267,88.9,False,0.0381,0.0,False
DEV-87136,2026-06-11 14:31:35.000,Delhi-Agra,27.18°N,78.01°E,0.0219,-0.0093,9.8541,-0.0117,0.0023,0.0259,0.0501,0,False,0.0792,0.0,False
DEV-42481,2026-06-11 01:20:50.000,Delhi-Agra,27.18°N,78.01°E,0.1124,-0.0402,10.0083,-0.0007,-0.0155,-0.0161,0.2315,92.9,False,0.0676,0.0,False
DEV-38837,2026-06-10 17:27:44.000,Chennai-Vellore,12.91°N,79.13°E,-0.0412,0.0994,9.7639,0.0297,0.0243,0.0067,0.1171,0,False,0.0595,0.0,False
DEV-79576,2026-06-11 15:20:35.000,Delhi-Agra,27.18°N,78.01°E,0.2712,-0.1426,9.9232,0.0054,-0.0028,-0.0174,0.3266,172.2,False,0.0693,0.0,False
DEV-30502,2026-06-13 00:58:27.000,Delhi-Agra,27.18°N,78.01°E,0.1047,0.0789,9.7764,-0.0027,0.0148,-0.005,0.1353,12.8,False,0.0325,0.0,False
DEV-95260,2026-06-12 17:23:36.000,Jaipur-Ajmer,26.45°N,74.64°E,0.127,-0.0775,9.9287,-0.0199,-0.0024,0.0289,0.1903,58.6,False,0.0734,0.0,False
DEV-63860,2026-06-11 18:16:02.000,Vadodara-Surat,22.30°N,73.10°E,0.1338,0.2915,9.9373,-0.034,-0.0136,-0.0206,0.3451,187.6,False,0.0678,0.0,False
DEV-34680,2026-06-12 21:44:17.000,Jaipur-Ajmer,26.45°N,74.64°E,0.0279,0.1282,9.7096,0.0076,-0.0143,0.0078,0.1652,37.7,False,0.0317,0.0,False
DEV-67583,2026-06-10 06:14:52.000,Vadodara-Surat,22.30°N,73.10°E,0.2601,0.0854,9.9104,-0.0128,-0.0072,0.0067,0.2916,143.0,False,0.0759,0.0,False
DEV-99445,2026-06-10 10:34:44.000,Vadodara-Surat,22.30°N,73.10°E,-0.1461,0.1285,9.7967,-0.0051,0.0113,0.0014,0.195,62.5,False,0.0307,0.0,False
DEV-85191,2026-06-10 15:19:20.000,Vadodara-Surat,22.30°N,73.10°E,-0.0939,0.1601,9.8481,-0.0034,0.0167,0.0021,0.1895,57.9,False,0.0615,0.0,False
DEV-35967,2026-06-10 14:59:13.000,Delhi-Agra,27.18°N,78.01°E,-0.2073,-0.0307,10.0269,0.0329,0.0112,-0.0054,0.3016,151.3,False,0.0427,0.0,False
DEV-92728,2026-06-11 07:11:05.000,Mumbai-Pune,18.52°N,73.86°E,-0.1484,-0.0136,9.8255,-0.0026,-0.0161,-0.0155,0.1498,24.8,False,0.0714,0.0,False
DEV-40753,2026-06-12 15:05:45.000,Delhi-Agra,27.18°N,78.01°E,-0.0753,-0.3067,9.7086,0.0339,-0.0075,-0.0087,0.3317,176.4,False,0.0289,0.0,False
DEV-47660,2026-06-10 16:58:45.000,Jaipur-Ajmer,26.45°N,74.64°E,0.0425,-0.0791,9.6836,-0.0282,-0.0099,-0.0056,0.155,29.2,False,0.0418,0.0,False
DEV-76489,2026-06-11 16:29:32.000,Jaipur-Ajmer,26.45°N,74.64°E,0.2231,-0.1395,9.8214,-0.014,0.0031,0.0157,0.2634,119.5,False,0.041,0.0,False
DEV-25832,2026-06-10 08:31:51.000,Chennai-Vellore,12.91°N,79.13°E,0.1586,-0.0835,9.7174,0.0061,-0.018,0.0113,0.2017,68.1,False,0.0659,0.0,False
DEV-82564,2026-06-12 16:45:30.000,Delhi-Agra,27.18°N,78.01°E,0.013,0.032,9.8511,0.0009,-0.0149,0.0085,0.0537,0,False,0.0333,0.0,False
DEV-66982,2026-06-13 04:06:18.000,Kolkata-Asansol,23.68°N,86.98°E,-0.0643,-0.0563,9.9439,0.0211,-0.0193,-0.0249,0.1589,32.4,False,0.0754,0.0,False
DEV-38402,2026-06-12 13:29:25.000,Mumbai-Pune,18.52°N,73.86°E,-0.0079,0.1216,9.8366,0.0206,-0.0009,0.0084,0.1247,3.9,False,0.0789,0.0,False
DEV-30180,2026-06-13 05:32:29.000,Delhi-Agra,27.18°N,78.01°E,0.1251,0.1608,9.8477,0.001,-0.0119,-0.0072,0.2072,72.7,False,0.0408,0.0,False
DEV-63087,2026-06-12 06:48:49.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.0452,-0.1738,9.7473,-0.0364,0.0219,0.0341,0.1902,58.5,False,0.0234,0.0,False
DEV-72755,2026-06-10 19:19:42.000,Kolkata-Asansol,23.68°N,86.98°E,-0.0756,0.0986,9.8857,0.0061,0.0142,-0.0185,0.1455,21.2,False,0.0719,0.0,False
DEV-10827,2026-06-10 23:48:51.000,Vadodara-Surat,22.30°N,73.10°E,0.0381,0.0267,9.6968,0.0214,-0.006,0.0278,0.1224,2.0,False,0.0491,0.0,False
DEV-38803,2026-06-11 04:57:22.000,Delhi-Agra,27.18°N,78.01°E,0.2453,-0.0641,9.7696,-0.0145,0.0293,0.0019,0.2567,113.9,False,0.0665,0.0,False
DEV-60609,2026-06-10 18:42:28.000,Chennai-Vellore,12.91°N,79.13°E,-0.1231,-0.0054,9.7261,0.0154,-0.0055,-0.0216,0.1491,24.3,False,0.0238,0.0,False
DEV-58272,2026-06-12 11:11:35.000,Mumbai-Pune,18.52°N,73.86°E,0.1261,0.0293,9.6798,-0.015,0.0271,-0.0085,0.1836,53.0,False,0.0252,0.0,False
DEV-97887,2026-06-13 05:10:07.000,Jaipur-Ajmer,26.45°N,74.64°E,0.2261,0.0958,9.7768,-0.0159,-0.0035,0.0193,0.2478,106.5,False,0.0255,0.0,False
DEV-10069,2026-06-12 10:29:38.000,Chennai-Vellore,12.91°N,79.13°E,0.0316,0.1025,9.738,-0.0055,0.0091,0.0157,0.1292,7.7,False,0.0687,0.0,False
DEV-96721,2026-06-10 07:19:20.000,Mumbai-Pune,18.52°N,73.86°E,0.2199,-0.0263,9.9549,0.0174,-0.0108,0.0002,0.2647,120.6,False,0.0254,0.0,False
DEV-94838,2026-06-11 04:23:24.000,Vadodara-Surat,22.30°N,73.10°E,-0.2256,-0.0871,9.6348,0.0206,-0.0203,0.0105,0.2986,148.8,False,0.0472,0.0,False
